"area"	"name"	"title"	"intent"	"description"	"related_areas"	"jurisdictions"	"procedures"	"phases"	"client_sides"	"deliverables"	"triggers"	"exclusions"	"required_inputs"	"alternatives"	"official_sources"	"legal_cutoff"	"review_status"	"risk_level"	"path"
"Cível"	"civel-recurso-especial"	"Recurso Especial"	"recurso especial"	"Gera petição de recurso especial (REsp) ao Superior Tribunal de Justiça, demonstrando a violação a lei federal ou a divergência jurisprudencial entre tribunais, com observância dos requisitos dos arts. 1.029 a 1.041 do CPC/2015 e da CF/88 art. 105, III. Use esta skill quando a solicitação envolver Recurso Especial. Contextos: - Quando o acórdão do tribunal de origem violou lei federal (contrariedade ou negativa de vigência) - Para uniformizar interpretação de lei federal quando há divergência entre tribunais - Após esgotados os recursos nas instâncias ordinárias (acórdão do TJ ou TRF) - Quando há prequestionamento da matéria federal no acórdão recorrido"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"areas do direito/Cível/civel-recurso-especial/SKILL.md"
"Cível"	"civel-recurso-extraordinario"	"Recurso Extraordinário"	"recurso extraordinario"	"Gera petição de recurso extraordinário (RE) ao Supremo Tribunal Federal, demonstrando a ofensa direta à Constituição Federal de 1988, com observância dos requisitos dos arts. 1.029 a 1.041 do CPC/2015, da CF/88 art. 102, III, e da repercussão geral (CF/88 art. 102, §3º e arts. 1.035-1.041 CPC). Use esta skill quando a solicitação envolver Recurso Extraordinário."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"areas do direito/Cível/civel-recurso-extraordinario/SKILL.md"
"Cível"	"civel-reintegracao-de-posse"	"Reintegração de Posse"	"reintegracao de posse"	"Gera petição inicial de ação de reintegração de posse, com fundamento nos arts. 560-566 do CPC/2015 e arts. 1.210-1.213 do CC/2002, para recuperar a posse de bem imóvel ou móvel perdida por esbulho possessório, com pedido de liminar inaudita altera parte quando presentes os requisitos legais. Use esta skill quando a solicitação envolver Reintegração de Posse."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"areas do direito/Cível/civel-reintegracao-de-posse/SKILL.md"
"Cível"	"civel-replica-a-contestacao-civel"	"Réplica à Contestação Cível"	"replica a contestacao civel"	"Gera uma réplica (impugnação à contestação) completa e fundamentada, abrangendo tanto a impugnação às preliminares arguidas pelo réu (art. 337 c/c art. 351, CPC/2015) quanto a manifestação sobre fatos impeditivos, modificativos ou extintivos alegados em defesa indireta de mérito (art. 350, CPC/2015), com rebate ponto a ponto, reforço da tese autoral e requerimento de provas complementares, no prazo legal de 15 dias úteis. Use esta skill quando a solicitação envolver Réplica à Contestação Cível."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"areas do direito/Cível/civel-replica-a-contestacao-civel/SKILL.md"
"Cível"	"civel-substabelecimento"	"Substabelecimento"	"substabelecimento"	"Gera instrumento de substabelecimento de procuração, com fundamento nos arts. 667 a 674 do CC/2002 e no art. 105 do CPC/2015, pelo qual o advogado outorgante transfere ao advogado substabelecido os poderes recebidos do cliente (com ou sem reserva de poderes), habilitando o substabelecido a atuar nos autos em nome do mandante original. Use esta skill quando a solicitação envolver Substabelecimento."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"areas do direito/Cível/civel-substabelecimento/SKILL.md"
"Cível"	"civel-tutela-antecipada-antecedente"	"Tutela Antecipada Antecedente"	"tutela antecipada antecedente"	"Gera petição de tutela antecipada requerida em caráter antecedente, antes da formulação do pedido principal, com fulcro no art. 303 do CPC/2015, incluindo o regime de estabilização previsto no art. 304 do CPC/2015. Use esta skill quando a solicitação envolver Tutela Antecipada Antecedente. Contextos: - Quando a urgência é tamanha que não há tempo para elaborar a petição inicial completa - Para situações em que o requerente precisa imediatamente da antecipação dos efeitos da tutela - Quando se deseja utilizar o mecanismo de estabilização (art. 304 CPC) para evitar a ação principal - Para casos de risco iminente com necessidade de decisão judicial imediata"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"areas do direito/Cível/civel-tutela-antecipada-antecedente/SKILL.md"
"Cível"	"civel-tutela-antecipada"	"Tutela Antecipada"	"tutela antecipada"	"Gera requerimento de tutela antecipada (satisfativa) incidental ou em caráter antecedente, demonstrando os requisitos da probabilidade do direito e o perigo de dano ou risco ao resultado útil do processo, com base nos arts. 300 a 302 do CPC/2015. Use esta skill quando a solicitação envolver Tutela Antecipada. Contextos: - Quando há urgência em antecipar os efeitos da tutela definitiva antes do julgamento final - Para suspender cobranças indevidas, reativar serviços cancelados ou impedir atos lesivos imediatos - Em situações de risco de perecimento do direito ou impossibilidade de reparação posterior - Para garantir o resultado útil do processo diante de conduta da parte contrária"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"areas do direito/Cível/civel-tutela-antecipada/SKILL.md"
"Cível"	"civel-tutela-cautelar-antecedente"	"Tutela Cautelar Antecedente"	"tutela cautelar antecedente"	"Gera petição de tutela cautelar requerida antes do ajuizamento da ação principal, para assegurar o resultado útil de futura demanda, com fundamento nos arts. 305 a 310 do CPC/2015, incluindo o rito do aditamento e estabilização. Use esta skill quando a solicitação envolver Tutela Cautelar Antecedente. Contextos: - Quando há urgência em assegurar prova ou direito antes que a ação principal seja ajuizada - Para arresto, sequestro, arrolamento de bens, registro de protesto, anotação em cadastro - Quando o atraso no ajuizamento da principal tornaria ineficaz a tutela definitiva - Para preservar provas ou situações fáticas antes que desapareçam"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"areas do direito/Cível/civel-tutela-cautelar-antecedente/SKILL.md"
"Cível"	"civel-tutela-inibitoria-impedir-ato-ilicito-futuro"	"Tutela Inibitória — Impedir Ato Ilícito Futuro"	"tutela inibitoria impedir ato ilicito futuro"	"Gera petição de tutela inibitória (CPC art. 497, § único) destinada a impedir a prática, a reiteração ou a continuação de ato ilícito, ou a remover seus efeitos continuativos, com tutela específica e multa coercitiva (astreintes), DISPENSANDO a demonstração de dano, culpa ou dolo. Ferramenta preventiva — não reparatória. Use esta skill quando a solicitação envolver Tutela Inibitória — Impedir Ato Ilícito Futuro."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"areas do direito/Cível/civel-tutela-inibitoria-impedir-ato-ilicito-futuro/SKILL.md"
"Cível"	"civel-usucapiao-civel"	"Usucapião Cível"	"usucapiao civel"	"Gera petição inicial de ação de usucapião judicial de bem imóvel ou móvel, com fundamento nos arts. 1.238 a 1.244 do CC/2002, arts. 9º a 14 da Lei 10.257/2001 (Estatuto da Cidade), e arts. 246, §3º, e 327 do CPC/2015, demonstrando o preenchimento dos requisitos legais de cada modalidade para aquisição originária da propriedade pelo decurso do tempo. Use esta skill quando a solicitação envolver Usucapião Cível."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"areas do direito/Cível/civel-usucapiao-civel/SKILL.md"
"Desportivo"	"desportivo-acao-de-cobranca-de-luvas-e-premiacoes"	"Ação de Cobrança de Luvas e Premiações"	"acao de cobranca de luvas e premiacoes"	"Gera petição inicial de reclamação trabalhista para cobrança de luvas não pagas e premiações por metas esportivas devidas ao atleta profissional, com fundamento na Lei Pelé (Lei 9.615/1998) e na CLT, incluindo correção monetária, juros de mora e reflexos nas verbas trabalhistas (FGTS, 13º, férias), com cálculo detalhado de cada verba e pedidos específicos por competência jurisdicional. Use esta skill quando a solicitação envolver Ação de Cobrança de Luvas e Premiações."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"areas do direito/Desportivo/desportivo-acao-de-cobranca-de-luvas-e-premiacoes/SKILL.md"
"Desportivo"	"desportivo-acao-de-indenizacao-por-lesao-esportiva"	"Ação de Indenização por Lesão Esportiva"	"acao de indenizacao por lesao esportiva"	"Gera petição inicial de ação indenizatória (cumulada com reclamação trabalhista ou proposta na Justiça Comum) por lesão sofrida pelo atleta profissional durante a atividade desportiva ou em razão de negligência do clube empregador (ausência de assistência médica, sobrecarga de treinos, instalações inadequadas, omissão de tratamento), requerendo indenização por danos materiais (lucros cessantes, despesas médicas, perda de capacidade laboral) e danos morais, com base na Lei Pelé, CLT e Código Civil. Use esta skill quando a solicitação envolver Ação de Indenização por Lesão Esportiva."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"areas do direito/Desportivo/desportivo-acao-de-indenizacao-por-lesao-esportiva/SKILL.md"
"Desportivo"	"desportivo-acao-de-nulidade-de-transferencia-inter-dbb13e77"	"Ação de Nulidade de Transferência Internacional de Atleta"	"acao de nulidade de transferencia inter dbb13e77"	"Gera petição (junto à FIFA/DRC, ao STJD ou à Justiça Comum) para declarar a nulidade de transferência internacional de atleta profissional realizada em violação à Lei Pelé (Lei 9.615/1998), aos Regulamentos da FIFA (RSTP — Regulamento sobre Estatuto e Transferência de Jogadores), às normas da CBF ou ao próprio contrato do atleta, requerendo o retorno do atleta ao clube de origem, indenização pelos danos sofridos e, se aplicável, sanções disciplinares ao clube infrator. Use esta skill quando a solicitação envolver Ação de Nulidade de Transferência Internacional de Atleta."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"areas do direito/Desportivo/desportivo-acao-de-nulidade-de-transferencia-inter-dbb13e77/SKILL.md"
"Desportivo"	"desportivo-contrato-de-agenciamento-desportivo"	"Contrato de Agenciamento Desportivo"	"contrato de agenciamento desportivo"	"Gera contrato de agenciamento desportivo entre atleta profissional e agente (representante) com cláusulas sobre escopo da representação, comissão, exclusividade, duração, obrigações de ambas as partes, confidencialidade, rescisão e foro, em conformidade com a Lei Pelé (Lei 9.615/1998), o Regulamento de Agentes de Futebol da FIFA (2023), as normas da CBF e da federação específica, e o Código Civil brasileiro, protegendo tanto o atleta quanto o agente. Use esta skill quando a solicitação envolver Contrato de Agenciamento Desportivo."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"areas do direito/Desportivo/desportivo-contrato-de-agenciamento-desportivo/SKILL.md"
"Desportivo"	"desportivo-contrato-de-atleta-profissional"	"Contrato de Atleta Profissional"	"contrato de atleta profissional"	"Gera contrato de trabalho desportivo de atleta profissional em conformidade com a Lei Pelé (Lei 9.615/1998), a CLT e as normas das federações esportivas, com cláusulas sobre remuneração, direito de imagem, cláusula penal, luvas, direitos de arena e prazo determinado, protegendo o atleta e o clube/entidade contratante. Use esta skill quando a solicitação envolver Contrato de Atleta Profissional."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"areas do direito/Desportivo/desportivo-contrato-de-atleta-profissional/SKILL.md"
"Desportivo"	"desportivo-contrato-de-patrocinio-e-cessao-de-imagem-de-atleta"	"Contrato de Patrocínio e Cessão de Imagem de Atleta"	"contrato de patrocinio e cessao de imagem de atleta"	"Gera contrato de patrocínio esportivo e cessão de direitos de imagem de atleta profissional, com fundamento na Lei 9.615/1998 (Lei Pelé), na Lei 9.610/1998 (Direitos Autorais — imagem), no Código Civil e no Marco Civil da Internet, regulando o uso da imagem, nome, voz e marca pessoal do atleta para fins comerciais, com cláusulas de exclusividade, obrigações de divulgação e condições de rescisão. Use esta skill quando a solicitação envolver Contrato de Patrocínio e Cessão de Imagem de Atleta."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"areas do direito/Desportivo/desportivo-contrato-de-patrocinio-e-cessao-de-imagem-de-atleta/SKILL.md"
"Desportivo"	"desportivo-defesa-disciplinar-perante-federacao-desportiva"	"Defesa Disciplinar perante Federação Desportiva"	"defesa disciplinar perante federacao desportiva"	"Gera defesa prévia e alegações finais em processo disciplinar perante tribunal de justiça desportiva (TJD) estadual ou nacional, com fundamento no Código Brasileiro de Justiça Desportiva (CBJD — Resolução CNE nº 29/2009), impugnando a imputação disciplinar, apresentando excludentes e requerendo absolvição ou aplicação da pena mínima, com proteção das garantias constitucionais do devido processo legal. Use esta skill quando a solicitação envolver Defesa Disciplinar perante Federação Desportiva."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"areas do direito/Desportivo/desportivo-defesa-disciplinar-perante-federacao-desportiva/SKILL.md"
"Desportivo"	"desportivo-mandado-de-seguranca-contra-suspensao-de-atleta"	"Mandado de Segurança contra Suspensão de Atleta"	"mandado de seguranca contra suspensao de atleta"	"Gera petição de mandado de segurança (ou, alternativamente, medida cautelar inominada) impetrado perante o Tribunal de Justiça Desportiva (TJD) ou perante a Justiça Comum para suspender os efeitos de punição disciplinar aplicada ao atleta profissional por federação ou tribunal desportivo, em razão de violação ao contraditório, à ampla defesa, à legalidade ou à proporcionalidade, requerendo liminar para imediata reintegração do atleta às competições. Use esta skill quando a solicitação envolver Mandado de Segurança contra Suspensão de Atleta."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"areas do direito/Desportivo/desportivo-mandado-de-seguranca-contra-suspensao-de-atleta/SKILL.md"
"Desportivo"	"desportivo-recurso-ao-stjd"	"Recurso ao STJD"	"recurso ao stjd"	"Gera recurso ao Superior Tribunal de Justiça Desportiva (STJD) contra decisão de Tribunal de Justiça Desportiva (TJD) estadual, com fundamento no Código Brasileiro de Justiça Desportiva (CBJD — Resolução CNE nº 29/2009) e nas normas específicas da modalidade, buscando a reforma da decisão condenatória, a redução da pena desportiva ou a absolvição do atleta, técnico ou entidade. Use esta skill quando a solicitação envolver Recurso ao STJD."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"areas do direito/Desportivo/desportivo-recurso-ao-stjd/SKILL.md"
"Desportivo"	"desportivo-recurso-ao-tas-cas-tribunal-arbitral-do-esporte"	"Recurso ao TAS/CAS (Tribunal Arbitral do Esporte)"	"recurso ao tas cas tribunal arbitral do esporte"	"Gera petição de apelação (Statement of Appeal) e Memorial de Recurso (Appeal Brief) ao Tribunal Arbitral do Esporte — TAS/CAS (Court of Arbitration for Sport, Lausanne, Suíça), para impugnar decisão de federação internacional, da FIFA, do COI ou de outro órgão desportivo, em matéria de transferência de atletas, doping, elegibilidade, sanções disciplinares ou contratos desportivos internacionais, com fundamento no Código do TAS/CAS (Code of Sports-related Arbitration) e nas regras do organismo cuja decisão é recorrida. Use esta skill quando a solicitação envolver Recurso ao TAS/CAS (Tribunal Arbitral do Esporte)."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"areas do direito/Desportivo/desportivo-recurso-ao-tas-cas-tribunal-arbitral-do-esporte/SKILL.md"
"Desportivo"	"desportivo-recurso-em-processo-antidoping"	"Recurso em Processo Antidoping"	"recurso em processo antidoping"	"Gera recurso e defesa em processo antidoping instaurado perante tribunal desportivo ou autoridade antidoping nacional, com fundamento no Código Mundial Antidoping (WADA), nas Regras Antidoping da confederação específica e no Código Brasileiro de Justiça Desportiva (CBJD), contestando a violação imputada, apresentando excludentes (ausência de culpa, uso terapêutico, contaminação), e requerendo redução ou afastamento da suspensão. Use esta skill quando a solicitação envolver Recurso em Processo Antidoping."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"areas do direito/Desportivo/desportivo-recurso-em-processo-antidoping/SKILL.md"
"Desportivo"	"desportivo-rescisao-de-contrato-desportivo"	"Rescisão de Contrato Desportivo"	"rescisao de contrato desportivo"	"Gera notificação extrajudicial de rescisão e petição inicial para ação de rescisão indireta (ou direta) de contrato especial de trabalho desportivo, com fundamento na Lei Pelé (Lei 9.615/1998) e na CLT, em razão de descumprimento contratual pelo clube (salários atrasados, falta de assistência médica, assédio moral, condições inadequadas), requerendo rescisão com pagamento de todas as verbas rescisórias e da cláusula penal. Use esta skill quando a solicitação envolver Rescisão de Contrato Desportivo."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"areas do direito/Desportivo/desportivo-rescisao-de-contrato-desportivo/SKILL.md"
"Digital - LGPD"	"digital-acao-contra-plataforma-por-remocao-indevida-de-conteudo"	"Ação contra Plataforma por Remoção Indevida de Conteúdo"	"acao contra plataforma por remocao indevida de conteudo"	"Gera peça de ação judicial (com pedido de tutela de urgência) contra plataforma digital que removeu, suspendeu ou baniu conta ou conteúdo de forma indevida, arbitrária ou sem observância de due process, com base no Marco Civil da Internet, no CDC e em princípios constitucionais de liberdade de expressão e contraditório. Use esta skill quando a solicitação envolver Ação contra Plataforma por Remoção Indevida de Conteúdo."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"areas do direito/Digital - LGPD/digital-acao-contra-plataforma-por-remocao-indevida-de-conteudo/SKILL.md"
"Digital - LGPD"	"digital-acao-de-indenizacao-por-calunia-difamacao-4f4e96f2"	"Ação de Indenização por Calúnia/Difamação em Redes Sociais"	"acao de indenizacao por calunia difamacao 4f4e96f2"	"Gera peça de ação indenizatória por danos morais (e eventualmente materiais) decorrentes de publicações caluniosas ou difamatórias em redes sociais, fundamentada no Código Civil, Código Penal, Marco Civil da Internet e jurisprudência consolidada dos tribunais superiores. Use esta skill quando a solicitação envolver Ação de Indenização por Calúnia/Difamação em Redes Sociais."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"areas do direito/Digital - LGPD/digital-acao-de-indenizacao-por-calunia-difamacao-4f4e96f2/SKILL.md"
"Digital - LGPD"	"digital-acao-de-indenizacao-por-deep-fake-uso-nao-autorizado-de"	"Ação de Indenização por Deep Fake (Uso Não Autorizado de Imagem)"	"acao de indenizacao por deep fake uso nao autorizado de"	"Gera peça de ação indenizatória por uso não autorizado de imagem e voz mediante tecnologia de deep fake, com pedido de tutela de urgência para remoção do conteúdo sintético, fundamentada nos direitos da personalidade (CC), na Lei de Direitos Autorais, no Marco Civil da Internet, na LGPD (biometria facial como dado sensível) e no Código Penal, abrangendo deep fakes pornográficos, publicitários fraudulentos e políticos/reputacionais. Use esta skill quando a solicitação envolver Ação de Indenização por Deep Fake (Uso Não Autorizado de Imagem)."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"areas do direito/Digital - LGPD/digital-acao-de-indenizacao-por-deep-fake-uso-nao-autorizado-de/SKILL.md"
"Digital - LGPD"	"digital-contrato-de-desenvolvimento-de-software-saas"	"Contrato de Desenvolvimento de Software (SaaS)"	"contrato de desenvolvimento de software saas"	"Gera contrato completo de desenvolvimento de software sob demanda ou prestação de serviços SaaS (Software as a Service), cobrindo propriedade intelectual, SLA, proteção de dados (LGPD), sigilo, responsabilidades, rescisão e resolução de conflitos — tanto para o desenvolvedor quanto para o contratante. Use esta skill quando a solicitação envolver Contrato de Desenvolvimento de Software (SaaS)."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"areas do direito/Digital - LGPD/digital-contrato-de-desenvolvimento-de-software-saas/SKILL.md"
"Digital - LGPD"	"digital-contrato-de-influenciador-digital-publicidade"	"Contrato de Influenciador Digital (Publicidade)"	"contrato de influenciador digital publicidade"	"Gera contrato de prestação de serviços entre marca/anunciante e influenciador digital, cobrindo entregas de conteúdo, uso de imagem, direitos autorais sobre posts, exclusividade por segmento, obrigações de disclosure (publicidade identificada), CONAR, remuneração, rescisão e proteção de dados — tanto para o influenciador quanto para a marca. Use esta skill quando a solicitação envolver Contrato de Influenciador Digital (Publicidade)."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"areas do direito/Digital - LGPD/digital-contrato-de-influenciador-digital-publicidade/SKILL.md"
"Digital - LGPD"	"digital-contrato-dpa-com-operador-de-dados"	"Contrato DPA com Operador de Dados"	"contrato dpa com operador de dados"	"Gera Data Processing Agreement (DPA) — Acordo de Processamento de Dados — entre controlador e operador, conforme exigido pelo art. 37 da LGPD, com cláusulas de responsabilidade, sub-operadores, segurança, auditorias e notificação de incidentes. Use esta skill quando a solicitação envolver Contrato DPA com Operador de Dados."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"areas do direito/Digital - LGPD/digital-contrato-dpa-com-operador-de-dados/SKILL.md"
"Digital - LGPD"	"digital-defesa-administrativa-anpd"	"Defesa Administrativa ANPD"	"defesa administrativa anpd"	"Gera defesa administrativa completa em processo sancionador da ANPD (Autoridade Nacional de Proteção de Dados), com argumentação técnico-jurídica para afastar ou reduzir sanções previstas no art. 52 da LGPD, incluindo advertência, multa e publicização da infração. Use esta skill quando a solicitação envolver Defesa Administrativa ANPD."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"areas do direito/Digital - LGPD/digital-defesa-administrativa-anpd/SKILL.md"
"Digital - LGPD"	"digital-denuncia-de-crime-cibernetico"	"Denúncia de Crime Cibernético"	"denuncia de crime cibernetico"	"Gera notícia de fato / boletim de ocorrência estruturado e queixa-crime ou representação para crimes cibernéticos previstos na Lei 12.737/2012 (Lei Carolina Dieckmann), Lei 14.155/2021 e Código Penal, incluindo invasão de dispositivo, estelionato digital, pornografia de vingança e outros. Use esta skill quando a solicitação envolver Denúncia de Crime Cibernético."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"areas do direito/Digital - LGPD/digital-denuncia-de-crime-cibernetico/SKILL.md"
"Digital - LGPD"	"digital-dsar-resposta-a-requisicao-de-titular-de-dados"	"DSAR — Resposta a Requisição de Titular de Dados"	"dsar resposta a requisicao de titular de dados"	"Gera resposta formal a Data Subject Access Request (DSAR) — requisição de titular de dados pessoais com base no art. 18 da LGPD —, analisando elegibilidade, base legal do tratamento, exceções aplicáveis e estruturando a comunicação ao titular dentro do prazo de 15 dias do art. 19, com registro interno para o Encarregado/DPO. Use esta skill quando a solicitação envolver DSAR — Resposta a Requisição de Titular de Dados."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"areas do direito/Digital - LGPD/digital-dsar-resposta-a-requisicao-de-titular-de-dados/SKILL.md"
"Digital - LGPD"	"digital-impugnacao-de-auto-de-infracao-anpd"	"Impugnação de Auto de Infração ANPD"	"impugnacao de auto de infracao anpd"	"Gera peça de defesa administrativa (impugnação) contra auto de infração lavrado pela Autoridade Nacional de Proteção de Dados (ANPD), com análise dos elementos formais e materiais do auto, arguição de nulidades, contestação da tipificação e pedido de arquivamento ou redução da sanção, com base na LGPD e no regulamento sancionatório da ANPD. Use esta skill quando a solicitação envolver Impugnação de Auto de Infração ANPD."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"areas do direito/Digital - LGPD/digital-impugnacao-de-auto-de-infracao-anpd/SKILL.md"
"Digital - LGPD"	"digital-indenizacao-por-vazamento-de-dados"	"Indenização por Vazamento de Dados"	"indenizacao por vazamento de dados"	"Gera petição inicial para ação de indenização por danos morais e/ou materiais decorrentes de vazamento, uso indevido ou exposição não autorizada de dados pessoais, com base na LGPD, no CDC e no Código Civil, incluindo pedido de dano in re ipsa quando aplicável. Use esta skill quando a solicitação envolver Indenização por Vazamento de Dados."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"areas do direito/Digital - LGPD/digital-indenizacao-por-vazamento-de-dados/SKILL.md"
"Digital - LGPD"	"digital-medida-cautelar-de-suspensao-de-perfil-fal-dae1d73f"	"Medida Cautelar de Suspensão de Perfil Falso (Impersonation)"	"medida cautelar de suspensao de perfil fal dae1d73f"	"Gera petição de tutela cautelar antecedente ou incidental para suspensão imediata de perfil falso em redes sociais que se passa por outra pessoa (impersonation), com pedido de revelação dos dados do criador do perfil, fundamentada no Marco Civil da Internet, LGPD, Código Civil e Código de Processo Civil. Use esta skill quando a solicitação envolver Medida Cautelar de Suspensão de Perfil Falso (Impersonation)."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"areas do direito/Digital - LGPD/digital-medida-cautelar-de-suspensao-de-perfil-fal-dae1d73f/SKILL.md"
"Digital - LGPD"	"digital-notificacao-de-incidente-lgpd"	"Notificação de Incidente LGPD"	"notificacao de incidente lgpd"	"Gera a notificação formal de incidente de segurança com dados pessoais à ANPD e aos titulares afetados, conforme o art. 48 da Lei 13.709/2018 (LGPD), com os requisitos mínimos exigidos e o prazo de 72 horas aplicável. Use esta skill quando a solicitação envolver Notificação de Incidente LGPD. Contextos: - Ao identificar violação, vazamento ou acesso não autorizado a dados pessoais - Para notificar a ANPD dentro do prazo legal após confirmação do incidente - Para comunicar os titulares cujos dados foram comprometidos - Quando o cliente (controlador) precisa documentar o incidente e mitigar riscos legais - Para construir o relatório de impacto à proteção de dados (RIPD) pós-incidente"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"areas do direito/Digital - LGPD/digital-notificacao-de-incidente-lgpd/SKILL.md"
"Digital - LGPD"	"digital-notificacao-extrajudicial-por-violacao-de-be7e7b35"	"Notificação Extrajudicial por Violação de Direitos Autorais Online"	"notificacao extrajudicial por violacao de be7e7b35"	"Gera notificação extrajudicial formal por violação de direitos autorais na internet (uso não autorizado de obra protegida em site, redes sociais, plataformas de streaming, e-commerce, blogs ou aplicativos), com base na Lei de Direitos Autorais, com pedido de cessação imediata do uso, remoção do conteúdo, prestação de contas e indenização, funcionando também como requisito pré-processual para DMCA Takedown e para demonstrar boa-fé antes de uma ação judicial. Use esta skill quando a solicitação envolver Notificação Extrajudicial por Violação de Direitos Autorais Online."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"areas do direito/Digital - LGPD/digital-notificacao-extrajudicial-por-violacao-de-be7e7b35/SKILL.md"
"Digital - LGPD"	"digital-politica-de-privacidade-e-termos-de-uso"	"Política de Privacidade e Termos de Uso"	"politica de privacidade e termos de uso"	"Gera Política de Privacidade e Termos de Uso completos e conformes à LGPD (Lei 13.709/2018) e ao Marco Civil da Internet (Lei 12.965/2014), adaptados ao modelo de negócio e às bases legais de tratamento de dados da empresa. Use esta skill quando a solicitação envolver Política de Privacidade e Termos de Uso. Contextos: - Ao lançar um site, aplicativo ou plataforma digital - Para adequar documentos existentes à LGPD e ao Marco Civil da Internet - Quando houver mudança relevante no modelo de coleta ou uso de dados - Para clientes que processam dados de usuários e precisam de conformidade legal - Antes de captação de leads, e-commerce ou qualquer coleta de dados pessoais"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"areas do direito/Digital - LGPD/digital-politica-de-privacidade-e-termos-de-uso/SKILL.md"
"Digital - LGPD"	"digital-remocao-de-conteudo-e-direito-ao-esquecimento"	"Remoção de Conteúdo e Direito ao Esquecimento"	"remocao de conteudo e direito ao esquecimento"	"Gera notificação extrajudicial e/ou petição inicial para remoção de conteúdo ofensivo, ilegal ou desatualizado da internet, com base no Marco Civil da Internet (Lei 12.965/2014), na LGPD e na jurisprudência do STJ sobre direito ao esquecimento e proteção da personalidade. Use esta skill quando a solicitação envolver Remoção de Conteúdo e Direito ao Esquecimento."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"areas do direito/Digital - LGPD/digital-remocao-de-conteudo-e-direito-ao-esquecimento/SKILL.md"
"Digital - LGPD"	"digital-resposta-a-titular-de-dados"	"Resposta a Titular de Dados"	"resposta a titular de dados"	"Gera resposta formal e juridicamente adequada a requisições de titulares de dados pessoais, exercendo os direitos previstos nos arts. 17 a 22 da LGPD (acesso, correção, portabilidade, eliminação, revogação de consentimento, etc.), dentro do prazo de 15 dias estabelecido pela ANPD. Use esta skill quando a solicitação envolver Resposta a Titular de Dados."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"areas do direito/Digital - LGPD/digital-resposta-a-titular-de-dados/SKILL.md"
"Digital - LGPD"	"digital-restauracao-de-conta-em-rede-social"	"Restauração de Conta em Rede Social"	"restauracao de conta em rede social"	"Gera notificação extrajudicial e/ou petição inicial para restauração de conta indevidamente suspensa ou excluída em redes sociais e plataformas digitais, com base no Marco Civil da Internet, CDC e teoria do abuso de direito, incluindo pedido de tutela antecipada quando houver urgência. Use esta skill quando a solicitação envolver Restauração de Conta em Rede Social."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"areas do direito/Digital - LGPD/digital-restauracao-de-conta-em-rede-social/SKILL.md"
